PAGE_SIZE,RING_SIZE,NUM_REQUESTS,CLIENT_THREADS,AverageRate(it/s),AverageGbps
8192,640,1048576,1,100488.95,26.34
8192,640,1048576,2,146895.83,38.51
8192,640,1048576,4,208789.30,54.73
8192,640,1048576,8,380725.86,99.80
8192,640,1048576,16,685769.44,179.77
8192,640,1048576,32,892103.56,233.86
8192,640,1048576,64,758543.26,198.85
8192,640,1048576,128,615341.36,161.31
8192,640,1048576,256,468646.12,122.85
8192,768,1048576,1,105077.63,27.55
8192,768,1048576,2,88453.17,23.19
8192,768,1048576,4,249208.89,65.33
8192,768,1048576,8,457295.22,119.88
8192,768,1048576,16,652012.09,170.92
8192,768,1048576,32,853605.64,223.77
8192,768,1048576,64,628796.78,164.84
8192,768,1048576,128,598710.68,156.95
8192,768,1048576,256,458814.10,120.28
8192,896,1048576,1,113326.91,29.71
8192,896,1048576,2,140272.80,36.77
8192,896,1048576,4,255790.25,67.05
8192,896,1048576,8,373240.85,97.84
8192,896,1048576,16,688363.72,180.45
8192,896,1048576,32,766498.93,200.93
8192,896,1048576,64,670321.62,175.72
8192,896,1048576,128,606454.76,158.98
8192,896,1048576,256,407619.11,106.85
8192,1024,1048576,1,102908.82,26.98
8192,1024,1048576,2,135874.59,35.62
8192,1024,1048576,4,247962.22,65.00
8192,1024,1048576,8,462072.48,121.13
8192,1024,1048576,16,645021.46,169.09
8192,1024,1048576,32,765628.43,200.70
8192,1024,1048576,64,658749.25,172.69
8192,1024,1048576,128,506525.82,132.78
8192,1024,1048576,256,411025.85,107.75
16384,128,1048576,1,60210.92,31.57
16384,128,1048576,2,79655.32,41.76
16384,128,1048576,4,165033.71,86.53
16384,128,1048576,8,301795.63,158.23
16384,128,1048576,16,414392.05,217.26
16384,128,1048576,32,566933.35,297.24
16384,128,1048576,64,605284.70,317.34
16384,128,1048576,128,517631.52,271.39
16384,128,1048576,256,396798.62,208.04
16384,256,1048576,1,63089.11,33.08
16384,256,1048576,2,78636.15,41.23
16384,256,1048576,4,150414.05,78.86
16384,256,1048576,8,252804.10,132.54
16384,256,1048576,16,455570.57,238.85
16384,256,1048576,32,526227.85,275.89
16384,256,1048576,64,532734.08,279.31
16384,256,1048576,128,453460.42,237.74
16384,256,1048576,256,351072.47,184.06
16384,384,1048576,1,69927.71,36.66
16384,384,1048576,2,75697.81,39.69
16384,384,1048576,4,137826.04,72.26
16384,384,1048576,8,244119.48,127.99
16384,384,1048576,16,390170.03,204.56
16384,384,1048576,32,474296.71,248.67
16384,384,1048576,64,457090.35,239.65
16384,384,1048576,128,414870.86,217.51
16384,384,1048576,256,320629.84,168.10
16384,512,1048576,1,42283.89,22.17
16384,512,1048576,2,69828.97,36.61
16384,512,1048576,4,136042.91,71.33
16384,512,1048576,8,226938.12,118.98
16384,512,1048576,16,381593.86,200.07
16384,512,1048576,32,443028.78,232.27
16384,512,1048576,64,452018.33,236.99
16384,512,1048576,128,354885.90,186.06
16384,512,1048576,256,257872.44,135.20
16384,640,1048576,1,52216.17,27.38
16384,640,1048576,2,77970.47,40.88
16384,640,1048576,4,134882.49,70.72
16384,640,1048576,8,221380.45,116.07
16384,640,1048576,16,379616.83,199.03
16384,640,1048576,32,481998.47,252.71
16384,640,1048576,64,405334.01,212.51
16384,640,1048576,128,310732.52,162.91
16384,640,1048576,256,253834.10,133.08
16384,768,1048576,1,55708.57,29.21
16384,768,1048576,2,78628.56,41.22
16384,768,1048576,4,129286.77,67.78
16384,768,1048576,8,220846.22,115.79
16384,768,1048576,16,361828.79,189.70
16384,768,1048576,32,433523.31,227.29
16384,768,1048576,64,365317.07,191.53
16384,768,1048576,128,289893.14,151.99
16384,768,1048576,256,227763.35,119.41
16384,896,1048576,1,47532.18,24.92
16384,896,1048576,2,75759.02,39.72
16384,896,1048576,4,127241.98,66.71
16384,896,1048576,8,216272.33,113.39
16384,896,1048576,16,353587.21,185.38
16384,896,1048576,32,422635.19,221.58
16384,896,1048576,64,328526.96,172.24
16384,896,1048576,128,254090.11,133.22
16384,896,1048576,256,211344.74,110.81
16384,1024,1048576,1,53874.43,28.25
16384,1024,1048576,2,76842.31,40.29
16384,1024,1048576,4,120274.48,63.06
16384,1024,1048576,8,217904.21,114.24
16384,1024,1048576,16,344434.67,180.58
16384,1024,1048576,32,399850.24,209.64
16384,1024,1048576,64,295874.72,155.12
16384,1024,1048576,128,256904.29,134.69
16384,1024,1048576,256,192927.58,101.15
